schema,relationship,object,context,pair,spec_obj,violation,comic_name,ecog,scn_cat,scn_type,OvsN,OvsN_code,story_rec_corr,cong_code,congruency,cue_file,action1,action2,action3,target_file,choice_left,choice_center,choice_right,afc_corr
serve,parents,food,beach_25,ww_9,donut,context,02-01_01_02_225,NaN,beach,outdoor,old,1,left,8,inc,stim/02-01_01_02_225_Slide-09.png,stim/02-01_01_02_225_Slide-10.png,stim/02-01_01_02_225_Slide-11.png,stim/02-01_01_02_225_Slide-12.png,stim/02-01_01_02_225_Slide-16.png,stim/02-01_01_02_225_Slide-16.png,stim/02-01_01_02_225_Slide-13.png,stim/02-01_01_02_225_Slide-14.png,1
throw,adults,ball,park_24,mm_44,beach_ball,action,01-02_01_02_176,NaN,park,outdoor,new,0,right,0,,stim/01-02_01_02_176_Slide-01.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
throw,adults,ball,bedroom_24,mm_36,volley_ball,other_schema,01-02_01_01_144,NaN,bedroom,indoor,new,0,right,0,,stim/01-02_01_01_144_Slide-01.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
throw,parents,ball,bedroom_4,wm_4,volley_ball,other_schema,01-01_01_01_12,NaN,bedroom,indoor,new,0,right,0,,stim/01-01_01_01_12_Slide-01.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
throw,parents,ball,picnic_1,ww_15,beach_ball,action,01-01_01_02_57,NaN,picnic,outdoor,new,0,right,0,,stim/01-01_01_02_57_Slide-01.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
throw,parents,ball,park_1,ww_11,red_ball,other_schema,01-01_01_02_41,NaN,park,outdoor,new,0,right,0,,stim/01-01_01_02_41_Slide-01.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
throw,adults,frisbee,beach_28,wm_58,red_frisbee,action,01-02_02_02_228,NaN,beach,outdoor,new,0,right,0,,stim/01-02_02_02_228_Slide-01.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
throw,adults,frisbee,kitchen_28,wm_50,brown_frisbee,other_schema,01-02_02_01_196,NaN,kitchen,indoor,new,0,right,0,,stim/01-02_02_01_196_Slide-01.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
throw,parents,frisbee,living_13,mw_21,red_frisbee,other_schema,01-01_02_01_85,1,living,indoor,new,0,right,0,,stim/01-01_02_01_85_Slide-01.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
throw,parents,frisbee,beach_11,wm_25,blue_frisbee,other_schema,01-01_02_02_99,NaN,beach,outdoor,new,0,right,0,,stim/01-01_02_02_99_Slide-01.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
throw,parents,frisbee,picnic_11,wm_31,yellow_frisbee,other_schema,01-01_02_02_123,NaN,picnic,outdoor,new,0,right,0,,stim/01-01_02_02_123_Slide-01.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
serve,adults,drinks,office_14,mw_45,milk,action,02-02_02_01_94,1,office,indoor,new,0,right,0,,stim/02-02_02_01_94_Slide-09.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
serve,adults,drinks,park_30,mw_36,soda,unrelated,02-02_02_02_238,1,park,outdoor,new,0,right,0,,stim/02-02_02_02_238_Slide-09.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
serve,parents,drinks,beach_18,ww_11,juice,action,02-01_02_02_162,NaN,beach,outdoor,new,0,right,0,,stim/02-01_02_02_162_Slide-09.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
serve,parents,drinks,park_14,mw_23,juice,unrelated,02-01_02_02_110,1,park,outdoor,new,0,right,0,,stim/02-01_02_02_110_Slide-09.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
serve,parents,drinks,picnic_32,mm_18,juice,context,02-01_02_02_256,NaN,picnic,outdoor,new,0,right,0,,stim/02-01_02_02_256_Slide-09.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
serve,adults,food,beach_5,mw_53,hamburger,unrelated,02-02_01_02_37,1,beach,outdoor,new,0,right,0,,stim/02-02_01_02_37_Slide-09.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
serve,adults,food,picnic_25,ww_36,hot_dog,other_schema,02-02_01_02_249,NaN,picnic,outdoor,new,0,right,0,,stim/02-02_01_02_249_Slide-09.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
serve,parents,food,kitchen_23,mm_15,donut,unrelated,02-01_01_01_135,NaN,kitchen,indoor,new,0,right,0,,stim/02-01_01_01_135_Slide-09.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
serve,parents,food,park_5,mw_18,donut,other_schema,02-01_01_02_45,1,park,outdoor,new,0,right,0,,stim/02-01_01_02_45_Slide-09.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
serve,parents,food,kitchen_9,ww_4,hot_dog,unrelated,02-01_01_01_65,NaN,kitchen,indoor,new,0,right,0,,stim/02-01_01_01_65_Slide-09.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,stim/nope.png,0
